Visit #,Start Time,End Time,Ship,Length Of Stay,Ship Type,Cargo Type Name,Visit Shipping Line Name,Stevedore,GT,LOA,Arrival Berth Name,Arrival Berth Code,Departure Berth Name,Departure Berth Code
PEV-18-001886,6/15/18 8:45,6/16/18 8:30,MSC KINGSTON,24h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",74656,997.949,32,32,32,32
PEV-18-002083,6/15/18 13:40,6/16/18 0:50,REGULA,11h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,33A,33A,33A,33A
PEV-18-002061,6/13/18 18:00,6/15/18 22:30,HOHEBANK,2d5h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-002074,6/15/18 7:35,6/15/18 18:40,GRAND EXPRESS,11h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,15,15,15,15
PEV-18-002073,6/15/18 6:05,6/15/18 17:25,CHIQUITA EXPRESS,11h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-002050,6/14/18 16:05,6/15/18 14:40,CARIBE MARINER,23h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-001675,6/14/18 21:40,6/15/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-002063,6/14/18 7:30,6/15/18 4:20,CHARLOTTE,21h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2035,297.2586,06,6,31,31
PEV-18-002037,6/13/18 2:50,6/15/18 2:40,AS FIORELLA,1d24h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-002045,6/14/18 7:25,6/15/18 1:40,SCM ELPIDA,18h,GENERAL CARGO,CONTAINER,SCM Lines,"Host Terminals, LLC",6170,353.5278,19,19,19,19
PEV-18-002077,6/14/18 9:50,6/15/18 0:55,MONTE TAMARO,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.6945,30,30,30,30
PEV-18-001946,6/13/18 21:05,6/14/18 22:50,INDEPENDENCE,1d2h,TANKER,GASOLINE,Seabulk Tankers LTD.,"TransMontaigne Product Services, Inc.",29923,610.266,09,9,09,9
PEV-18-002062,6/13/18 9:20,6/14/18 19:15,VEGA LUNA,1d10h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9940,485.1615,17,17,31,31
PEV-18-001887,6/14/18 5:15,6/14/18 17:45,MAERSK OHIO,13h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,32,32,32,32
PEV-18-002093,6/13/18 21:45,6/14/18 14:50,VANQUISH,17h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002079,6/13/18 23:55,6/14/18 14:45,K-STORM,15h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-001958,6/13/18 7:45,6/14/18 10:10,GOLDEN STATE,1d2h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",Valero Marketing & Supply Co.,29527,600.423,13,13,13,13
PEV-18-001674,6/12/18 22:40,6/14/18 7:50,JAUME I,1d9h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-002076,6/13/18 13:25,6/14/18 5:40,DUBLIN EXPRESS,16h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",46009,921.961,30,30,30,30
PEV-18-002064,6/13/18 12:25,6/13/18 20:50,PELAGIC EXPRESS,8h,GENERAL CARGO,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1867,266.9094,16,16,16,16
PEV-18-002016,6/13/18 10:20,6/13/18 20:05,ALLEGRO,10h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,31,31,31,31
PEV-18-002036,6/13/18 4:30,6/13/18 19:55,DENEB J,15h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,32,32,32,32
PEV-18-001965,6/12/18 11:20,6/13/18 19:20,OREGON,1d8h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.",ExxonMobil Oil Corporation,30415,600.423,09,9,09,9
PEV-18-002057,6/13/18 4:40,6/13/18 16:15,PLANET V,12h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,32,32,32,32
PEV-18-002084,6/13/18 7:30,6/13/18 13:25,FIESTA MAIL,6h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,18,18,18,18
PEV-18-002049,6/12/18 19:55,6/13/18 11:25,VANQUISH,16h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002009,6/13/18 6:30,6/13/18 11:00,WINNER,5h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",22914,611.4144,30,30,30,30
PEV-18-002011,6/11/18 18:05,6/13/18 4:40,GARDEN STATE,1d11h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29923,610.266,13,13,13,13
PEV-18-001944,6/12/18 17:05,6/13/18 0:10,HOEGH SYDNEY,7h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,51731,590.2519,29,29,29,29
PEV-18-002021,6/12/18 7:30,6/12/18 20:35,TUG GALVESTON,13h,TUG,JET FUEL,USCS ATB LLC,"TransMontaigne Product Services, Inc.",1348,150.926,07,7,07,7
PEV-18-002019,6/12/18 7:30,6/12/18 20:35,BARGE PETROCHEM PRODUCER,13h,BARGE CARRIER,JET FUEL,USCS ATB LLC,"TransMontaigne Product Services, Inc.",10884,521.761,07,7,07,7
PEV-18-001881,6/12/18 10:35,6/12/18 18:40,CAP ROBERTA,8h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",32901,736.5845,30,30,30,30
PEV-18-002047,6/11/18 9:00,6/12/18 12:50,AGENA,1d4h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2528,284.0034,17,17,17,17
PEV-18-001907,6/9/18 21:10,6/12/18 9:00,BRENTON REEF,2d12h,TANKER,PETROLEUM,Seabulk Tankers LTD.,"TransMontaigne Product Services, Inc.",30770,619.7809,09,9,09,9
PEV-18-001673,6/11/18 22:10,6/12/18 8:00,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001920,6/11/18 0:50,6/12/18 5:40,OHIO,1d5h,TANKER,PETROLEUM,Nordsud Shipping,Marathon Petroleum Company LP,29801,601.4401,07,7,07,7
PEV-18-001959,6/11/18 9:50,6/11/18 22:20,VI-NAIS,13h,GENERAL CARGO,GENERAL CARGO,COASTLINE SHIPLINE LIMITED,"Host Terminals, LLC",487,190.0355,18,18,18,18
PEV-18-002038,6/11/18 3:15,6/11/18 21:35,PARADERO,18h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-18-001967,6/4/18 6:50,6/11/18 19:00,SCARLETT ISABELLA,7d12h,RESEARCH,RESEARCH/GOVERMENT,Owner (Misc Vessel) Not Listed.,STEVEDORE NOT REQUIRED,430,136.0303,27,27,27,27
PEV-18-002048,6/11/18 7:25,6/11/18 18:45,VANTAGE,11h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-002015,6/11/18 10:20,6/11/18 17:10,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,32,32,32,32
PEV-18-001790,6/11/18 6:35,6/11/18 16:10,CARNIVAL CONQUEST,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,04,4,04,4
PEV-18-002065,6/11/18 7:45,6/11/18 15:10,JPO LIBRA,7h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",41359,866.3152,30,30,30,30
PEV-18-001997,6/8/18 8:30,6/11/18 9:00,USCGC CAMPBELL WMEC 909,3d1h,USCG,U.S. COAST GUARD,U S Coast Guard,STEVEDORE NOT REQUIRED,1825,270,20,20,20,20
PEV-18-001672,6/10/18 21:45,6/11/18 7:55,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-002039,6/10/18 18:05,6/11/18 4:20,PAVO J,10h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-002060,6/10/18 21:20,6/11/18 3:35,PLANET V,6h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",4984,381.9084,32,32,32,32
PEV-18-001937,6/10/18 3:00,6/10/18 22:00,BARGE EMI 1151,19h,CEMENT CARRIER,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,3631,360,14,14,14,14
PEV-18-001938,6/10/18 3:00,6/10/18 22:00,TUG DUTY,19h,TUG,SLAG,LEHIGH CEMENT COMPANY,Lehigh Cement,332,102.0391,14,14,14,14
PEV-18-001882,6/10/18 9:25,6/10/18 18:30,MAERSK WEYMOUTH,9h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-001801,6/10/18 6:45,6/10/18 16:45,ALLURE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-002010,6/9/18 2:25,6/10/18 10:10,TEXAS,1d8h,TANKER,GASOLINE,Exxon,ExxonMobil Oil Corporation,29801,601.4401,13,13,13,13
PEV-18-001960,6/10/18 0:55,6/10/18 9:40,DELPHINUS,9h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,31,31,31,31
PEV-18-001671,6/9/18 21:30,6/10/18 8:00,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-002002,6/9/18 19:35,6/10/18 7:30,ST LOUIS EXPRESS,12h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,30,30,30,30
PEV-18-001832,6/9/18 4:00,6/10/18 3:00,INDUSTRIAL DIAMOND,23h,CONTAINER SHIP,YACHTS LOAD ON-OFF,Intermarine,"Host Terminals, LLC",7223,392.9654,29,29,29,29
PEV-18-002014,6/9/18 14:40,6/10/18 1:25,MSC NADRIELY,11h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",25608,682.8417,32,32,32,32
PEV-18-001961,6/9/18 1:25,6/9/18 23:40,FS IPANEMA,22h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.5629,32,32,31,31
PEV-18-002041,6/9/18 3:20,6/9/18 20:10,TUCANA J,17h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33C,33C,33A,33A
PEV-18-001929,6/8/18 1:50,6/9/18 18:50,TEXAS VOYAGER,1d17h,TANKER,GASOLINE,Chevron USA,Chevron USA,29923,610.266,09,9,09,9
PEV-18-001941,6/8/18 19:05,6/9/18 17:50,MONTE ROSA,23h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",69132,892.4976,30,30,30,30
PEV-18-001784,6/9/18 6:50,6/9/18 16:45,CARIBBEAN PRINCESS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Princess Cruises, Inc.","Florida Stevedoring, Inc.",112894,950.0464,02,2,02,2
PEV-18-001796,6/9/18 6:20,6/9/18 16:30,HARMONY OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,226963,1188.1157,18,18,18,18
PEV-18-002040,6/9/18 7:25,6/9/18 13:05,K-BREEZE,6h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-001733,6/9/18 4:40,6/9/18 11:20,ALLEGRO,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",2984,323.7691,31,31,31,31
PEV-18-001670,6/8/18 21:50,6/9/18 8:00,JAUME I,10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001994,6/8/18 10:20,6/9/18 1:45,WEISSHORN,15h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,33A,33A,33A,33A
PEV-18-002013,6/7/18 18:10,6/8/18 23:45,MSC TORONTO,1d6h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",89954,1065.6688,32,32,32,32
PEV-18-001999,6/7/18 4:45,6/8/18 23:05,BARGE BOUCHARD 240,1d18h,BARGE CARRIER,GASOLINE,Bouchard Transportation.,STEVEDORE NOT REQUIRED,9242,446,07,7,07,7
PEV-18-002000,6/7/18 4:45,6/8/18 23:05,TUG BARBARA E. BOUCHARD,1d18h,TUG,GASOLINE,Bouchard Transportation.,STEVEDORE NOT REQUIRED,199,121.0033,07,7,07,7
PEV-18-001962,6/6/18 13:55,6/8/18 22:10,HOHERIFF,2d8h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9996,456.3871,17,17,17,17
PEV-18-001993,6/8/18 9:50,6/8/18 21:45,REGULA,12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",7219,435.3887,31,31,31,31
PEV-18-001998,6/7/18 8:45,6/8/18 20:20,GRAND EXPRESS,1d12h,LANDING CRAFT,CONTAINER,Seacor Marine Inc.,SEACOR Island Lines LLC,1671,256.2461,15,15,15,15
PEV-18-001996,6/8/18 6:35,6/8/18 17:00,CHIQUITA TRADER,10h,CONTAINER SHIP,CONTAINER,"Chiquita Fresh North America, LLC","Florida International Terminal, LLC",27059,695.0798,30,30,30,30
PEV-18-001896,6/6/18 12:05,6/8/18 8:40,OVERSEAS HOUSTON,1d21h,TANKER,GASOLINE,OSG Ship Management,Chevron USA,29242,601.0792,13,13,13,13
PEV-18-001669,6/7/18 21:15,6/8/18 8:05,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001964,6/5/18 12:40,6/8/18 7:15,JAN CARIBE,2d19h,GENERAL CARGO,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",2770,310.0545,30,30,31,31
PEV-18-001957,6/6/18 10:50,6/8/18 6:35,AS FABRIZIA,1d20h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",15375,545.1381,33A,33A,33A,33A
PEV-18-001940,6/7/18 9:50,6/8/18 4:40,LIMARI,19h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",42382,878.3237,30,30,30,30
PEV-18-002032,6/7/18 21:25,6/8/18 3:10,DOLE ECUADOR,6h,CONTAINER SHIP,CONTAINER,Dole Fresh Fruit International LTD.,"Sun Terminals, Inc.",16488,586.8069,31,31,31,31
PEV-18-001966,6/6/18 14:15,6/7/18 23:30,BBC NILE,1d9h,GENERAL CARGO,YACHTS LOAD ON-OFF,Briese Schiffahrts GmbH,"Host Terminals, LLC",12980,469.6423,19,19,19,19
PEV-18-001910,6/6/18 19:00,6/7/18 23:10,SEABULK ARCTIC,1d4h,TANKER,PETROLEUM,Seabulk Tanker Co.,Citgo Petroleum Corporation,30415,600.423,09,9,09,9
PEV-18-001931,6/7/18 17:15,6/7/18 22:30,CARIBE MARINER,5h,CONTAINER SHIP,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2899,325.7049,16,16,16,16
PEV-18-001963,6/6/18 6:45,6/7/18 19:50,VEGA SAGITTARIUS,1d13h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",9750,456.6168,30,30,31,31
PEV-18-001932,6/6/18 15:10,6/7/18 15:55,VANQUISH,1d1h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-001789,6/7/18 6:35,6/7/18 15:55,CARNIVAL CONQUEST,9h,PASSENGER SHIP,CRUISE - MULTI-DAY,Carnival Corporation,"Florida Stevedoring, Inc.",110239,952.1462,04,4,04,4
PEV-18-002006,6/7/18 5:50,6/7/18 15:30,MAERSK IDAHO,10h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50698,958.2817,32,32,32,32
PEV-18-001992,6/7/18 1:00,6/7/18 14:10,K-STORM,13h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-001668,6/5/18 21:50,6/7/18 8:25,JAUME I,1d11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001858,6/5/18 18:30,6/7/18 3:15,LOUISIANA,1d9h,TANKER,PETROLEUM,Nordsud Shipping,"Marathon Petroleum Company, LLC",29801,601.4401,07,7,07,7
PEV-18-001954,6/5/18 2:05,6/7/18 1:25,VEGA SACHSEN,1d23h,GENERAL CARGO,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",9957,484.9646,33A,33A,03,3
PEV-18-001956,6/6/18 9:30,6/6/18 23:25,DENEB J,14h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8280,458.0276,32,32,32,32
PEV-18-001734,6/6/18 16:30,6/6/18 23:10,JSP AMIHAN,7h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-001951,6/6/18 7:30,6/6/18 20:50,PELAGIC EXPRESS,13h,GENERAL CARGO,CONTAINER,Seacor Marine Inc.,H. T. Shipping Inc and Hybur Ltd.,1867,266.9094,16,16,11,11
PEV-18-002004,6/6/18 13:30,6/6/18 19:10,CAPE MAIL,6h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,858,218.0224,18,18,18,18
PEV-18-001948,6/5/18 11:55,6/6/18 17:20,BARGE 650-9,1d5h,TANK BARGE,GASOLINE,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",13500,587.0037,09,9,09,9
PEV-18-001947,6/5/18 11:55,6/6/18 17:20,TUG INNOVATION,1d5h,TUG,GASOLINE,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",1052,135.0131,09,9,09,9
PEV-18-002001,6/6/18 8:40,6/6/18 12:50,FIESTA MAIL,4h,CONTAINER SHIP,CONTAINER,MAILBOAT COMPANY,Portus-PEV LLC,2485,225.175,18,18,18,18
PEV-18-001955,6/5/18 22:35,6/6/18 8:00,WEISSHORN,9h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",12029,515.5435,33A,33A,33A,33A
PEV-18-001884,6/5/18 23:20,6/6/18 7:15,CAP REINGA,8h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",32984,738.3562,32,32,32,32
PEV-18-001935,6/5/18 0:55,6/6/18 5:15,BARGE BOUCHARD 245,1d4h,TANK BARGE,JET FUEL,Bouchard Transportation.,STEVEDORE NOT REQUIRED,19065,580.6001,13,13,13,13
PEV-18-001936,6/5/18 0:55,6/6/18 5:15,TUG DANIELLE M. BOUCHARD,1d4h,TUG,JET FUEL,Bouchard Transportation.,STEVEDORE NOT REQUIRED,1105,149.9745,13,13,13,13
PEV-18-001883,6/5/18 17:40,6/5/18 23:35,MAERSK WINNIPEG,6h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-001732,6/5/18 7:50,6/5/18 20:40,MSC MARTA,13h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",65483,901.1923,32,32,32,32
PEV-18-001995,6/5/18 6:30,6/5/18 18:55,AGENA,12h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,2528,284.0034,16,16,16,16
PEV-18-001952,6/5/18 9:00,6/5/18 11:00,YACHT STARSHIP,2h,YACHT,FOR BUNKERS ONLY/STORES,Owner (Misc Vessel) Not Listed.,Tropic Oil Company LLC,371,141,21,21,21,21
PEV-18-001667,6/3/18 21:35,6/5/18 7:55,JAUME I,1d10h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001730,6/4/18 18:45,6/5/18 4:55,JSP AMIHAN,10h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",9996,456.6168,32,32,32,32
PEV-18-001939,6/4/18 9:10,6/5/18 0:15,DUBLIN EXPRESS,15h,CONTAINER SHIP,CONTAINER,Hamburg-Sud,"Florida International Terminal, LLC",46009,921.961,30,30,30,30
PEV-18-001953,6/4/18 0:55,6/4/18 22:30,PARADERO,22h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-001945,6/2/18 18:40,6/4/18 20:35,IVS CRIMSON CREEK,2d2h,BULK CARRIER,GYPSUM,Owner (Misc Vessel) Not Listed.,"Host Terminals, LLC",32750,623.1603,05,5,05,5
PEV-18-001110,6/4/18 11:10,6/4/18 20:05,HOEGH MAPUTO,9h,VEHICLES CARRIER,AUTOMOBILES,Hoegh Autoliners,Logistec Stevedoring Inc.,47266,599.7668,29,29,29,29
PEV-18-001470,6/4/18 5:50,6/4/18 17:20,AS CLEOPATRA,12h,CONTAINER SHIP,CONTAINER,MSC Container Mediterranean Shipping,"Florida Stevedoring, Inc.",28372,727.3649,32,32,32,32
PEV-18-001933,6/3/18 19:35,6/4/18 15:35,VANTAGE,20h,GENERAL CARGO,CONTAINER,Hybur LTD.,H. T. Shipping Inc and Hybur Ltd.,3871,328.0016,16,16,16,16
PEV-18-001914,6/2/18 23:35,6/4/18 13:05,AMERICAN PRIDE,1d14h,TANKER,PETROLEUM,"Crowley Petroleum Transport, Inc.","Motiva Enterprises, LLC",29801,601.4401,07,7,07,7
PEV-18-001888,6/3/18 21:15,6/4/18 7:15,PHILADELPHIA EXPRESS,10h,CONTAINER SHIP,CONTAINER,Hapag Lloyd,"Florida International Terminal, LLC",40146,798.4313,30,30,30,30
PEV-18-001697,6/3/18 16:05,6/4/18 2:40,MAERSK IOWA,11h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",50686,958.3145,32,32,32,32
PEV-18-001921,6/1/18 10:20,6/3/18 21:55,PAVO J,2d12h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,32,32,33A,33A
PEV-18-001863,6/3/18 12:05,6/3/18 21:35,DELPHINUS,10h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",5730,400.0523,31,31,31,31
PEV-18-001800,6/3/18 6:25,6/3/18 16:40,ALLURE OF THE SEAS,10h,PASSENGER SHIP,CRUISE - MULTI-DAY,"Royal Caribbean Cruise, LTD.",Eller-I.T.O. Stevedoring Company L.L.C.,225282,1181.16,18,18,18,18
PEV-18-001698,6/2/18 14:55,6/3/18 13:45,SEALAND MICHIGAN,23h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida Stevedoring, Inc.",74583,997.949,32,32,32,32
PEV-18-001529,6/2/18 22:30,6/3/18 10:30,MAERSK WOLFSBURG,12h,CONTAINER SHIP,CONTAINER,Maersk/Sealand.  (Containers),"Florida International Terminal, LLC",18123,574.5031,30,30,30,30
PEV-18-001943,6/2/18 2:45,6/3/18 8:35,TUG GENESIS GLORY,1d6h,TUG,ETHANOL,Genesis Marine,"TransMontaigne Product Services, Inc.",439,126.0232,09,9,09,9
PEV-18-001942,6/2/18 2:45,6/3/18 8:35,BARGE GM 11105,1d6h,TANK BARGE,ETHANOL,Genesis Marine,"TransMontaigne Product Services, Inc.",8251,390.9968,09,9,09,9
PEV-18-001666,6/2/18 21:45,6/3/18 8:15,JAUME I,11h,PASSENGER/FERRY,CRUISE - DAILY,"Balearia Caribbean Ltd., Corp.","Host Terminals, LLC",3989,254.1463,01,1,01,1
PEV-18-001925,6/2/18 9:05,6/3/18 3:40,K-BREEZE,19h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,31,31,33A,33A
PEV-18-001867,6/1/18 18:55,6/2/18 20:30,MELBOURNE STRAIT,1d2h,CONTAINER SHIP,CONTAINER,King Ocean Services Limited (Cayman Islands) Incorporated,"Sun Terminals, Inc.",21018,589.4316,30,30,30,30
PEV-18-001926,6/2/18 8:20,6/2/18 19:30,TUCANA J,11h,CONTAINER SHIP,CONTAINER,"Crowley Liner Services, Inc.","Crowley Liner Services, Inc.",8246,458.0276,33A,33A,33A,33A
PEV-18-001854,6/1/18 7:45,6/2/18 17:10,BARGE DBL 102,1d9h,BARGE CARRIER,ETHANOL,K-Sea Transportation,"Motiva Enterprises, LLC",6214,400,07,7,13,13
PEV-18-001853,6/1/18 7:45,6/2/18 17:10,TUG TASMAN SEA,1d9h,TUG,ETHANOL,K-Sea Transportation,"Motiva Enterprises, LLC",499,123.5297,07,7,13,13
